ALT TEXT PROCESSING REPORT
==================================================
Generated: 2025-06-19 14:05:20

SUMMARY:
Total images processed: 1760
Successfully matched: 1611
UUID not in spreadsheet - kept existing alt: 149
UUID not in spreadsheet - no alt attribute: 0
Other no match - kept existing alt: 0
Other no match - no alt attribute: 0
Errors: 0

DETAILED RESULTS:
--------------------------------------------------
Filename                  UUID                                Status     Alt Text
ann_005_fa_14.html        0BwJi-u8sfkVDNEtZX19jUE4zUWc        MATCHED    Marble cylinder rolled over the paper laid on top ...
ann_005_fa_14.html        0BwJi-u8sfkVDdE5zUC0xdE9FNWM        MATCHED    Removing the piece of paper with the word "craft" ...
ann_005_fa_14.html        0BwJi-u8sfkVDS3Z2LWZzdWxMQXM        MATCHED    Piece of paper with the word "craft" on it and its...
ann_005_fa_14.html        0BwJi-u8sfkVDTlNMb3BhRVd6czA        MATCHED    Piece of paper with "craft" written on it in thick...
ann_005_fa_14.html        0BwJi-u8sfkVDbTN6VWFTRkhhLUU        MATCHED    Removing the piece of paper with the word "art" fr...
ann_005_fa_14.html        0BwJi-u8sfkVDbzUxZFJwb2Z1ems        MATCHED    Piece of paper with the word "art" on it and its i...
ann_005_fa_14.html        0BwJi-u8sfkVDVFExbjRsQURFaVk        MATCHED    Image of reverse side of paper and clay slab
ann_005_fa_14.html        0BwJi-u8sfkVDTnVFY2ZvYm9pYTA        MATCHED    Dried clay slab that had curled up at the edges
ann_005_fa_14.html        0BwJi-u8sfkVDbzhnQ2t1LXhIcXc        MATCHED    Dried clay slab with crack across the diagonal
ann_005_fa_14.html        1acB0j3_3AIIQShBCDPnXPi2DrfEmkddj   MATCHED    Image of jars filled with black ink, white gum, oi...
ann_005_fa_14.html        1CabGzqKLXIhHER2ePgYa-Ixqe_8OU40C   MATCHED    Thick black ink mixture in a cup
ann_005_fa_14.html        1i7YxKewXPWEDBQMGMkRZnmZmUlqF2gIu   MATCHED    Body written in both black and red thick ink.
ann_005_fa_14.html        1ym_nJ-oFZduHVctJfeGovXvHL3rdK6oA   MATCHED    Another angle of "body" written on two pieces of p...
ann_005_fa_14.html        1hsx3vG4V3l7brWE9vKr2eIe9nyp5qSdC   MATCHED    Overhead angle of "body" written on two pieces of ...
ann_006_fa_14.html        0BwJi-u8sfkVDbXZtQ1VlRTVmdUk        MATCHED    ms page
ann_006_fa_14.html        0BwJi-u8sfkVDbmxPekV6bU9mUlk        MATCHED    Top view of pot containing red liquid and blue-gre...
ann_006_fa_14.html        0BwJi-u8sfkVDZG9NU3NwSlk3MDQ        MATCHED    Two photos of pan on hotplate, one with shallow la...
ann_006_fa_14.html        0BwJi-u8sfkVDSG1ISmxhTUl0dkU        MATCHED    Two photos, one of pan on hotplate, and the other ...
ann_006_fa_14.html        0BwJi-u8sfkVDWjRoSzFFbVcwazQ        MATCHED    Two photographs of hands holding red powdered mixt...
ann_006_fa_14.html        0BwJi-u8sfkVDRzlES3VOZHN6YTg        MATCHED    Decorative diamond-shaped object molded in red ear...
ann_006_fa_14.html        0BwJi-u8sfkVDclpqQmlSVE5UYms        MATCHED    Metal cast of decorative diamond-shaped object.
ann_006_fa_14.html        0BwJi-u8sfkVDelNIX056Rk5EQ2c        MATCHED    Blackened and crumbled, decorative diamond-shaped ...
ann_006_fa_14.html        0BwJi-u8sfkVDVU85ajBTanY2QUU        MATCHED    Crumbly tan mixture packed into circular mold with...
ann_006_fa_14.html        0BwJi-u8sfkVDdGtMdm9GTjd0NUU        MATCHED    diagram
ann_006_fa_14.html        0BwJi-u8sfkVDbUttQy02am5kT0U        MATCHED    Crumbly earth-packed circular mold piled on top of...
ann_007_fa_14.html        0BwJi-u8sfkVDaUgtQ2J1S3Jldk0        MATCHED    Two halves of compressed bread with impression of ...
ann_007_fa_14.html        0BwJi-u8sfkVDWHhmVEpaTm1CUzg        MATCHED    Sulfur poured into mold of two bread halves held i...
ann_007_fa_14.html        0BwJi-u8sfkVDMFhIc01ZMDJhb0U        MATCHED    Sulfur cast of Buddha statue next to original stat...
ann_007_fa_14.html        0BwJi-u8sfkVDNUcyTDViMXJQQ1U        MATCHED    Shallow layer of yellow-grey powder at the bottom ...
ann_007_fa_14.html        0BwJi-u8sfkVDYzNsR0lZZjhvSE0        MATCHED    Shallow layer of black liquid with yellow powder a...
ann_007_fa_14.html        0BwJi-u8sfkVDd2owZ1Q3eG1ZYms        MATCHED    Small scoop of black powder at the end of a metal ...
ann_007_fa_14.html        0BwJi-u8sfkVDMXRJRnFxS0JOUms        MATCHED    Two silicone molds with four cavities each, one fi...
ann_007_fa_14.html        0BwJi-u8sfkVDWnVJdlNHNklvTVk        MATCHED    Black cast of decorative portrait pendant.
ann_007_fa_14.html        0BwJi-u8sfkVDQ0FqQy1mQlFjSFU        MATCHED    Backside of two black, oval cast objects.
ann_007_fa_14.html        0BwJi-u8sfkVDQXg5U3J0bWVwZmM        MATCHED    Two casts of decorative portrait pendant, one brig...
ann_007_fa_14.html        0BwJi-u8sfkVDbHlrbmFxb1BzVTA        MATCHED    Glass beaker with layer of yellow powder with spec...
ann_007_fa_14.html        0BwJi-u8sfkVDZXoxalVwUXVhVnM        MATCHED    Gloved hand showing inside of glass beaker contain...
ann_007_fa_14.html        0BwJi-u8sfkVDREhYaVpMUU9maXM        MATCHED    Two casts of decorative portrait pendant, one marb...
ann_007_fa_14.html        0BwJi-u8sfkVDRktIMGQzaU1HQ2s        MATCHED    Pink cast of portrait pendant.
ann_007_fa_14.html        0BwJi-u8sfkVDb0RtYVlSM0Z3Yms        MATCHED    Metal can with layer of melted yellow wax next to ...
ann_007_fa_14.html        0BwJi-u8sfkVDTW5qUFQxX1lqNVk        MATCHED    Four casts of portrait pendant, grainy bright yell...
ann_007_fa_14.html        0BwJi-u8sfkVDTFRGYlRiUDhnaHM        MATCHED    Silicone mold with four cavities filled with harde...
ann_007_fa_14.html        0BwJi-u8sfkVDOVJab240a1JSRHM        MATCHED    White disk at bottom of metal can with residue of ...
ann_007_fa_14.html        0BwJi-u8sfkVDQ2V4SXpfSmdBWk0        MATCHED    Closeup of melted wax at bottom of metal can,
ann_008_fa_14.html        0BwJi-u8sfkVDcWJVWW1nV2lzRXc        MATCHED    Hands using mortar and pestle.
ann_008_fa_14.html        0BwJi-u8sfkVDS1hrX0hNMkhsd2c        MATCHED    Brown shavings sprinkled onto slices of wheat brea...
ann_008_fa_14.html        1j4pcbsELNxgTQmASGC6pyVzStwGdGjFw   UUID NOT IN SPREADSHEET (kept existing) fig. 3
ann_008_fa_14.html        0BwJi-u8sfkVDSDQ5amF6NzdGQ3M        MATCHED    Lumpy purple paste mixture in bowl.
ann_008_fa_14.html        1SdxjF_5r3joYU9zLl4WXyY8QHie6ovFK   UUID NOT IN SPREADSHEET (kept existing) fig. 5
ann_008_fa_14.html        15xZ4cPu4X52lOyHgbB-nzGC-NEt_VSOx   UUID NOT IN SPREADSHEET (kept existing) fig. 6
ann_008_fa_14.html        0BwJi-u8sfkVDdzNIQU1JTE9mV3c        MATCHED    Closeup of whole yellow-tan mustard seeds in bowl.
ann_008_fa_14.html        0BwJi-u8sfkVDU0hwa19aQUI2a0U        MATCHED    Paste of whole mustard in bowl.
ann_008_fa_14.html        0BwJi-u8sfkVDbjN6S3F4WlBxVjA        MATCHED    Engraved print of men loading large pot over fire ...
ann_008_fa_14.html        0BwJi-u8sfkVDWGpiYjE3M0lRVkU        MATCHED    Engraved print of cooking workshop, showing person...
ann_008_fa_14.html        0BwJi-u8sfkVDcGNMOHVFSFd6RU0        MATCHED    Smooth pink paste at bottom of bowl.
ann_008_fa_14.html        0BwJi-u8sfkVDTWtGNm1rSWUtZFk        MATCHED    Removing liquid by wringing a red mixture over a b...
ann_009_fa_14.html        0BwJi-u8sfkVDVG9HdkVEQjAxZ3c        MATCHED    Photo of hands pressing together a two-piece mold.
ann_009_fa_14.html        0BwJi-u8sfkVDc090QVdxcmNOeEE        MATCHED    Photo of a patterned impression left in sand.
ann_009_fa_14.html        0BwJi-u8sfkVDenB0Z091bXZPaXc        MATCHED    Photo of a medal cast and its plaster pattern.
ann_009_fa_14.html        0BwJi-u8sfkVDQk5Vek5VbmZRRUE        MATCHED    Photo of a medal, plaster pattern, and casting mol...
ann_009_fa_14.html        0BwJi-u8sfkVDS2x4TGltRV8xU28        MATCHED    Photo of rock salt in a mortar.
ann_009_fa_14.html        0BwJi-u8sfkVDenlmbGhDQmFVMEE        MATCHED    Photo of a woman grinding salts with a mortar and ...
ann_010_fa_14.html        0BwJi-u8sfkVDUFJtQ25WSnRXanc        MATCHED    Photo of hand grinding sand molds with mortar and ...
ann_010_fa_14.html        0BwJi-u8sfkVDajM1UlNWcDRuMHc        MATCHED    Photo of light-yellow geological ore with feather-...
ann_010_fa_14.html        0BwJi-u8sfkVDa3M5a1lfQTUyNjA        MATCHED    Photo of brown-colored sand mixture in bowl.
ann_010_fa_14.html        0BwJi-u8sfkVDd3lveGxOODZwQnM        MATCHED    Photo of hands pressing brown-colored sand around ...
ann_010_fa_14.html        0BwJi-u8sfkVDVGtYYmYxMUxQYzQ        MATCHED    Photo of plaster medal inside box mold.
ann_010_fa_14.html        0BwJi-u8sfkVDYjA4WjZCWlRaMFE        MATCHED    MS page
ann_010_fa_14.html        0BwJi-u8sfkVDX0xCc01WRGExZTA        MATCHED    Photo of hands using knife to remove circular mold...
ann_010_fa_14.html        0BwJi-u8sfkVDMTR6TzdzbEZuVzg        MATCHED    MS page
ann_010_fa_14.html        0BwJi-u8sfkVDZklEaktIXzNleGM        MATCHED    MS page
ann_010_fa_14.html        0BwJi-u8sfkVDV0hGQkluVVdwa00        MATCHED    Photo of silver cast medal in black and orange box...
ann_010_fa_14.html        0BwJi-u8sfkVDS25FTGh4SEJ0SGM        MATCHED    Photo of reverse side of silver cast medal in blac...
ann_010_fa_14.html        0BwJi-u8sfkVDQ0JKZVN2bHBOVjQ        MATCHED    Photo of two people pouring molten metal into a ca...
ann_010_fa_14.html        0BwJi-u8sfkVDRTdxdnp1UXBkZjA        MATCHED    Photo of two medals, one irregular silver medal an...
ann_010_fa_14.html        1W1OzLefRdSWMLgm1j0qp4o4kOrVCD8Us   MATCHED    Photo of medal from opposite sides, one of Constan...
ann_010_fa_14.html        1tis7PQjoJPJQBNBQlwZ9QhnuIjDooJ4b   MATCHED    Photo of medal from opposite sides, one of Heracli...
ann_010_fa_14.html        1ebEALQBkXp6hN6hO6kr-KQQhD7tBUQch   MATCHED    Photo of medal from opposite sides, one of Leonell...
ann_010_fa_14.html        0BwJi-u8sfkVDVnJ3ekhxTHphZ3c        MATCHED    Manuscript with two medal drawings, one of Henry I...
ann_010_fa_14.html        17tpmLov4R88uixfijr73DwNOitSrG1Pz   MATCHED    Photo of portrait medal. Front side has portrait o...
ann_010_fa_14.html        0BwJi-u8sfkVDUnRVNjRVU2ViZ0E        MATCHED    Photo of title page of Alessio Piemontese.
ann_010_fa_14.html        0BwJi-u8sfkVDZkFRU2paYlhpMkE        MATCHED    Photo of title page of Girolamo Ruscelli.
ann_010_fa_14.html        0BwJi-u8sfkVDWGtNanNQV3FELVU        MATCHED    MS page
ann_010_fa_14.html        0BwJi-u8sfkVDTGFGX1JpdVE2VWM        MATCHED    Photo of text from Alessio Piemontese.
ann_011_fa_14.html        0BwJi-u8sfkVDVHhoYnB1dW9rZHM        MATCHED    Thick red syrup poured from measuring cup into bow...
ann_011_fa_14.html        0BwJi-u8sfkVDM3NkZV9pTXhlSUk        MATCHED    Two photographs of hands holding red powdered mixt...
ann_011_fa_14.html        0BwJi-u8sfkVDTjI4eFd3YnZIZDg        MATCHED    Two photographs of hands holding red powdered mixt...
ann_011_fa_14.html        0BwJi-u8sfkVDWFd6WWFUdGpWNjA        MATCHED    Hand holding palmful of grainy red paste.
ann_011_fa_14.html        1J-t--nKPPxVIhvb9MJ-UNgEtPlKTOt8y   UUID NOT IN SPREADSHEET (kept existing) fig. 5
ann_011_fa_14.html        1om6hn57lE5zmtNjSz1Sb8D0S1-hGFeGE   UUID NOT IN SPREADSHEET (kept existing) fig. 6
ann_011_fa_14.html        0BwJi-u8sfkVDLWkwM2tRM1lJS0E        MATCHED    Two shiny metal casts of decorative heart-shaped o...
ann_011_fa_14.html        0BwJi-u8sfkVDOWRFUUxCeHRaREk        MATCHED    Shiny metal cast of small decorative portrait meda...
ann_012_fa_14.html        0BwJi-u8sfkVDVnBtdnlZLXlVWW8        MATCHED    Photo of an anatomical diagram of bovine feet bone...
ann_012_fa_14.html        0BwJi-u8sfkVDX054OEF3cE1IVDg        MATCHED    Photo of a clean and dry cow's foot bone.
ann_012_fa_14.html        0BwJi-u8sfkVDb0RkLTVqMEJ1QkU        MATCHED    Photo of clean and dried leg bones from a calf.
ann_012_fa_14.html        0BwJi-u8sfkVDbEwzczZ4U1V2RjA        MATCHED    Photo of cow's foot bones boling in a pot.
ann_012_fa_14.html        0BwJi-u8sfkVDRGFpdDI5amxlVVk        MATCHED    Photo of cow's foot bones being heated in a kiln.
ann_012_fa_14.html        0BwJi-u8sfkVDSjM2dkZ5MmFUc2c        MATCHED    Photo of Himalayan rock salt in a mortar.
ann_012_fa_14.html        0BwJi-u8sfkVDdFh3QU0yN1NvT2M        UUID NOT IN SPREADSHEET (kept existing) fig. 7
ann_012_fa_14.html        0BwJi-u8sfkVDV2JmQU5PWE5LUDA        UUID NOT IN SPREADSHEET (kept existing) fig. 8
ann_012_fa_14.html        0BwJi-u8sfkVDLXFtSTVJV3FTc1k        UUID NOT IN SPREADSHEET (kept existing) fig. 9
ann_012_fa_14.html        0BwJi-u8sfkVDcFpaTjl5cXVvSDg        MATCHED    Photo of two sets of sand dampening in a humidifie...
ann_012_fa_14.html        0BwJi-u8sfkVDakpIclotbi1IRlk        MATCHED    Photo of moist homemade sand made of foot bone ash...
ann_012_fa_14.html        0BwJi-u8sfkVDdHdxbG44aHdPajQ        MATCHED    Photo of a white bone ash and rock salt mixture.
ann_012_fa_14.html        0BwJi-u8sfkVDYjJkS1liSTNmcDQ        MATCHED    Photo of a double-sided mold filled with homemade ...
ann_012_fa_14.html        0BwJi-u8sfkVDSXBXemFwUl9HcTQ        MATCHED    Photo of a medal and two molds made from two diffe...
ann_012_fa_14.html        0BwJi-u8sfkVDUGt3OXoxeno3Tnc        MATCHED    Photo of a medal made with commercial sand.
ann_012_fa_14.html        0BwJi-u8sfkVDX0ZKM0FyVFFlaHM        MATCHED    Photo of a seashall and its mold.
ann_013_sp_15.html        0BwJi-u8sfkVDSGxudXlsamxsbTA        MATCHED    Bowl of wet brown plaster with two small strips of...
ann_013_sp_15.html        0BwJi-u8sfkVDTHdZYWxaX3V0MEk        MATCHED    Brown plaster applied to two paper strips. The mat...
ann_013_sp_15.html        0BwJi-u8sfkVDcmI2YlM0RzlDSDg        MATCHED    Tracing a Chinese character of a sheet of paper
ann_013_sp_15.html        0BwJi-u8sfkVDLS1pTTlmbmNJZG8        MATCHED    Small bottle of "black magic" drawing ink
ann_013_sp_15.html        1EC64WJDu37OLH3poTCspUvASN0gA2dBp   MATCHED    Carton of fine white powder
ann_013_sp_15.html        0BwJi-u8sfkVDQ0U2V29yWjEwdEE        MATCHED    Bag of fine red powder
ann_013_sp_15.html        0BwJi-u8sfkVDb1VuQ0NCUzVBeE0        MATCHED    Bottle of wheat oil
ann_013_sp_15.html        0BwJi-u8sfkVDM1JubGQzbE92UXc        MATCHED    Jar of black link, beaker of lumpy black liquid, a...
ann_013_sp_15.html        0BwJi-u8sfkVDXzl0TTZmelhDRzA        MATCHED    Thick and bumpy ink used to draw a Chinese charact...
ann_013_sp_15.html        0BwJi-u8sfkVDbkVPc0NRRmxvT0U        MATCHED    Thick red mixture in a beaker
ann_013_sp_15.html        0BwJi-u8sfkVDcjZkX1ViejcwN2M        MATCHED    Using red ink to fill in a tracing of a Chinese ch...
ann_013_sp_15.html        0BwJi-u8sfkVDdXRueG5TaHV5b0k        MATCHED    Thick red ink clinging to a paintbrush
ann_013_sp_15.html        0BwJi-u8sfkVDWTFLS2JKNFNIeTQ        MATCHED    Smooth red ink used to draw a Chinese character
ann_013_sp_15.html        0BwJi-u8sfkVDck5Xejh2LWFLRWM        MATCHED    Thick red ink clinging to a paintbrush
ann_013_sp_15.html        0BwJi-u8sfkVDam1hdWtSVUUtN2M        MATCHED    Smooth red ink used to draw a Chinese character
ann_013_sp_15.html        1PNL_gtGHM-01th6y2NdCG-plMTNWpiHf   MATCHED    Small circular white brick mold placed in a kiln
ann_013_sp_15.html        1gQvUtpRF3RJH4LIT08DlnFEVoOvsjKX2   MATCHED    Fired circular white brick mold
ann_013_sp_15.html        11yE9HRmJ1axlcGxR15svZwklH__dRXto   MATCHED    White brick mold seperated to show a ring of red w...
ann_013_sp_15.html        1VZ-Qe0NkrULm9DUEHiFMNcCMm0DCu6hg   MATCHED    Within a fume hood, a white brick mold placed in a...
ann_013_sp_15.html        1B6nsHLx8Tqs047PF_tJWa7sw9uev-u2a   MATCHED    Metal cast result of the Chinese character with a ...
ann_013_sp_15.html        0BwJi-u8sfkVDTVNqMXhmbEZFbTg        MATCHED    Two purple flowers coated with oil and mounted on ...
ann_013_sp_15.html        0BwJi-u8sfkVDWGFGTU93THdrVzA        MATCHED    Two white flowers mounted on a slab of clay
ann_013_sp_15.html        0BwJi-u8sfkVDV3hkZnhWdjdvcG8        MATCHED    Two white flowers mounted on a slab of clay
ann_013_sp_15.html        0BwJi-u8sfkVDSWdsYkpJV3U0QW8        MATCHED    Purple flower with wax casting sprues attached
ann_013_sp_15.html        0BwJi-u8sfkVDNWJhaW9zRmpldTA        MATCHED    Purple flower with wax casting sprues attached
ann_013_sp_15.html        0BwJi-u8sfkVDV3JmMkgxTjIxeWs        MATCHED    Purple flowers with wax casting sprues and coating...
ann_013_sp_15.html        1zzdl0gkZgNYWB0Rw4cifVdxfAJzFD5Jj   MATCHED    metal cast result of the purple flower with metal ...
ann_013_sp_15.html        16BI6I-nyZjvzLdwZWMq3OOCNgoALJt17   MATCHED    metal cast result of the purple flower with metal ...
ann_013_sp_15.html        1MbTYP5ni7oNJdWwofFhAITPWBwQWpvtm   MATCHED    White flowers mounted on a slab of clay
ann_013_sp_15.html        1G4uQWB0cqog8rvIDlANglGQ-54Kr32tH   MATCHED    metal cast result of the white flower with metal c...
ann_013_sp_15.html        14Rk-c8fHLY-ZMkNRPLul5goaujT2MYNs   MATCHED    Close up image of the metal cast of the white flow...
ann_013_sp_15.html        1c4roFCmlaUN09c4GoTAG0CCnhd3xg3w_   MATCHED    Three butterfly specimens, one yellow, one black, ...
ann_013_sp_15.html        1G1zHH_TkwkZ6gg8MDdLtnrcklOPW-Mbc   MATCHED    Slab of clay with a wax support tube
ann_013_sp_15.html        1UyI4ia1p6iLl0OHp4k9IL_d9dbuep8fH   MATCHED    Brown butterfly coated with wax and mounted on the...
ann_013_sp_15.html        180bz0dvXtRY5hggAJtjzfWoAgR2WAwnH   MATCHED    Metal cast of the butterfly with metal casting spr...
